2005,15.761,35.524,0.01,6.436,13.597,28.215,24.781,3.8803,42.571,62.142,2.3493,8.9767,0.01,57.549,83.02,27.742,5.4279,11.154,43.527,10.195
2006,35.3,43.585,17.015,20.024,14.292,37.743,33.826,5.903,46.396,65.555,5.1542,10.092,15.29,82.401,57.469,38.992,9.8082,18.706,43.388,7.4038
2007,45.711,38.261,17.165,25.894,28.723,49.176,39.27,14.135,53.544,73.253,14.982,19.962,24.473,62.484,35.471,51.464,19.775,31.6,48.461,27.129
2008,47.099,26.069,21.9,41.428,34.872,49.445,54.25,20.74,64.812,45.278,32.783,23.954,37.546,49.16,18.251,48.523,27.388,42.941,49.632,17.745
2009,49.062,59.897,31.162,31.826,45.056,50.495,59.175,26.472,51.6,58.143,44.197,23.966,37.918,71.127,7.0323,47.6,36.415,24.233,31.266,42.216
2010,63.845,66.212,33.72,35.702,45.295,29.801,50.821,31.807,76.091,59.847,39.044,34.942,44.58,66.469,2.4561,53.642,60.066,46.591,47.376,53.754
2011,60.796,61.353,31.013,50.251,52.604,33.408,66.128,38.112,42.812,67.996,41.864,34.762,55.482,40.763,2.532,56.86,76.137,58.143,45.277,49.964
2012,63.886,87.247,47.085,52.955,66.245,28.528,53.897,40.591,81.283,72.766,46.891,66.477,80.165,34.582,2.407,66.527,86.829,75.249,36.279,76.949
2013,74.732,79.871,53.32,58.338,72.105,38.99,72.474,44.459,60.406,75.079,55.138,60.816,78.061,27.163,5.2503,72.721,39.946,69.745,42.246,77.273
2014,70.305,70.643,54.603,67.913,69.811,36.896,75.85,51.333,43.664,77.516,62.338,46.793,74.987,13.443,5.3826,44.906,36.812,78.795,54.661,83.105
2015,56.983,69.14,65.765,55.335,70.307,37.794,63.443,63.626,34.864,77.827,57.742,48.201,70.078,13.793,3.9372,51.651,30.528,48.786,56.828,74.957
2016,36.094,80.669,77.632,59.482,68.225,38.32,70.537,57.537,28.759,77.28,62.858,51.104,77.165,12.021,5.2159,64.312,37.89,51.285,48.448,74.353
2017,34.644,76.736,82.495,42.34,87.178,47.714,80.067,53.569,33.425,74.157,63.254,61.903,78.363,12.326,7.2562,60.421,52.239,55.058,43.036,77.426
2018,25.337,78.039,80.789,51.715,95.247,63.733,87.766,55.994,38.449,67.999,88.993,78.146,85.244,10.275,16.204,71.232,61.773,64.057,35.203,78.669
2019,27.136,75.812,83.758,64.06,80.12,70.239,77.749,63.538,39.235,57.952,96.855,96.959,87.704,20.472,28.175,78.729,61.528,63.822,37.487,86.275
2020,35.637,56.319,92.54,62.028,58.988,66.065,67.478,85.336,30.299,42.817,81.375,93.569,77.673,34.701,44.185,89.969,62.499,47.477,38.223,91.475
