2005,90.434,15.575,64.435,99.99,52.735,25.7,24.141,30.094,42.97,51.106,71.886,97.811,52.962,74.388,57.455,59.608,73.556,33.3,53.032,48.331
2006,93.983,57.986,66.842,54.156,66.41,31.961,23.696,46.993,36.525,66.676,74.699,70.869,46.273,74.387,55.508,78.48,71.166,31.373,22.595,44.47
2007,96.488,79.318,66.213,33.578,74.557,36.206,23.175,45.732,33.733,75.576,74.933,47.468,47.721,74.363,55.185,85.85,67.463,67.699,30.111,42.051
2008,97.745,78.371,67.575,30.294,78.465,38.639,24.801,42.02,32.898,74.698,68.939,43.241,46.45,71.449,58.027,89.57,61.484,53.258,22.712,46.493
2009,98.388,68.964,53.502,28.672,79.572,39.709,29.718,39.617,32.751,66.5,59.724,39.459,47.748,64.545,63.732,83.248,53.974,72.575,32.593,52.639
2010,97.989,55.753,53.538,28.473,75.833,39.773,36.317,37.807,33.193,55.458,51.774,29.08,46.454,56.289,70.233,90.249,49.43,68.598,28.035,60.299
2011,93.258,43.386,48.972,29.279,79.757,39.181,40.831,36.685,34.127,46.045,31.926,28.966,45.674,49.321,75.465,97.075,43.632,50.554,28.963,72.925
2012,87.289,36.514,46.053,22.422,79.311,38.289,44.084,36.741,35.453,42.737,32.478,20.707,45.714,28.663,77.364,92.956,41.484,37.072,33.832,78.037
2013,91.178,34.351,44.823,21.526,78.82,38.605,52.069,38.581,36.652,43.393,0.404,38.506,43.19,21.733,71.561,87.686,19.072,72.821,50.867,82.679
2014,79.087,33.388,48.212,8.8619,77.069,39.841,57.359,41.819,37.97,45.028,32.373,38.837,21.505,25.974,63.255,86.379,49.506,94.648,51.513,82.793
2015,50.456,33.663,49.493,3.9233,74.305,42.823,61.102,39.335,41.444,47.83,46.349,40.636,29.965,34.348,68.223,80.832,52.646,93.598,49.93,78.683
2016,61.901,35.569,46.858,16.517,69.98,50.971,85.838,46.687,44.381,52.349,46.623,37.259,41.965,42.418,60.476,67.901,55.736,94.82,50.911,83.561
2017,58.934,39.8,51.303,20.056,65.425,57.131,90.996,58.011,52.764,59.131,45.965,26.031,52.314,56.984,54.895,45.963,63.016,96.582,76.417,82.988
2018,42.546,47.202,65.205,23.686,59.345,63.181,73.926,62.185,60.906,68.724,39.062,37.2,60.929,47.981,45.49,53.542,70.509,94.936,76.404,57
2019,44.423,57.67,70.062,23.26,52.095,69.372,76.663,78.143,67.157,81.682,59.781,49.571,79.918,70.327,37.792,34.822,62.795,94.546,77.088,67.127
2020,16.713,73.239,53.136,19.203,43.598,74.113,69.063,74.354,77.893,77.598,75.83,47.657,99.305,78.793,25.78,20.348,94.464,92.921,78.826,75.82
